step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
718,CASH_OUT,2483.33,5103.97,2620.64,33684.9,82107.47,0
127,CASH_IN,6553.1,6994.06,13547.17,37026.29,26999.87,0
428,CASH_IN,7334.76,22472.7,29807.46,19422.14,36356.03,0
623,TRANSFER,8336.22,39378.44,31042.22,48982.37,27860.25,0
553,TRANSFER,35676.15,40500.24,4824.08,33584.35,37342.05,1
519,CASH_IN,5436.91,39640.69,45077.59,17976.47,89550.15,0
681,PAYMENT,5833.83,15602.0,9768.17,41164.64,79783.63,0
408,CASH_OUT,6495.96,12855.78,6359.82,5672.43,73567.49,0
117,CASH_IN,5950.18,30973.61,36923.79,3155.51,20264.11,0
664,CASH_OUT,8508.47,10323.38,1814.91,26787.71,44396.96,0
265,TRANSFER,6574.91,33754.64,27179.72,20778.78,90595.45,0
588,CASH_IN,1492.3,4959.09,6451.39,25585.27,72356.36,0
188,CASH_IN,9862.48,40024.21,49886.69,25111.46,27582.3,0
623,CASH_IN,6819.73,37027.22,43846.95,27624.8,5214.04,0
138,CASH_OUT,5859.89,11596.56,5736.67,27661.18,27234.82,1
114,TRANSFER,5364.99,24173.43,18808.44,3438.15,95509.68,0
99,TRANSFER,5137.36,10358.54,5221.18,36767.79,1990.24,0
523,PAYMENT,9298.42,13500.53,4202.11,23476.55,40999.04,0
427,CASH_IN,3002.16,13696.75,16698.91,39137.81,36947.39,0
106,TRANSFER,2626.95,3350.06,723.11,47696.82,95530.49,0
492,TRANSFER,8818.8,13265.21,4446.4,9563.47,30571.66,0
733,PAYMENT,4918.71,49543.02,44624.3,11226.12,95646.65,0
339,CASH_IN,9803.53,8266.56,18070.09,8393.7,79420.2,0
250,TRANSFER,2254.06,29081.56,26827.5,3385.99,57156.52,0
79,PAYMENT,8933.12,31360.87,22427.75,34828.39,95889.96,0
698,DEBIT,3145.27,835.38,0,30479.72,71211.37,0
75,DEBIT,2943.22,47377.27,44434.04,40147.11,95670.93,0
191,CASH_IN,6355.38,34824.93,41180.31,32263.0,99989.96,0
680,CASH_IN,6138.66,38330.09,44468.74,27073.7,4226.31,0
608,TRANSFER,4892.84,3618.14,0,27027.6,30773.09,0
230,PAYMENT,2780.05,21293.07,18513.02,22443.07,515.93,0
692,CASH_OUT,7668.57,1664.75,0,13361.78,29323.97,0
407,CASH_IN,7248.73,11210.02,18458.76,9513.09,50871.99,0
49,CASH_OUT,3849.63,17912.4,14062.77,26888.18,82374.61,0
87,CASH_IN,3773.33,20853.99,24627.32,13989.38,29060.08,0
256,PAYMENT,1414.16,31016.18,29602.01,23675.73,72303.24,0
739,PAYMENT,4055.67,10978.07,6922.4,32692.5,52311.96,0
491,TRANSFER,6956.57,35336.54,28379.98,19831.6,23933.1,0
133,DEBIT,8632.85,6343.88,0,10632.13,47335.56,0
369,TRANSFER,6796.12,16912.37,10116.24,23997.7,44535.8,0
581,TRANSFER,5436.66,16522.2,11085.54,23419.74,86766.18,0
520,CASH_IN,5354.06,5687.98,11042.04,41314.69,22782.44,0
149,DEBIT,3417.16,31818.52,28401.37,37239.69,85109.79,0
630,CASH_OUT,2327.49,27722.56,25395.06,4673.62,32585.16,0
173,TRANSFER,25573.12,12288.64,0,25497.6,90592.27,1
662,CASH_OUT,4483.81,22093.39,17609.58,8066.67,72620.91,0
159,CASH_OUT,6282.77,36097.53,29814.76,46826.56,80561.68,0
534,CASH_OUT,7751.93,31277.24,23525.31,32530.61,42864.9,0
327,PAYMENT,3476.44,20205.42,16728.98,6402.89,88217.14,0
593,PAYMENT,453.85,17554.18,17100.33,3188.0,99412.37,0
333,CASH_IN,5019.08,46216.28,51235.37,42153.15,38884.85,0
30,TRANSFER,232.19,40416.95,40184.76,23699.19,37953.96,0
228,CASH_OUT,5346.69,26868.82,21522.13,25090.44,61408.02,0
300,PAYMENT,8810.92,3395.24,0,40716.21,72221.23,0
516,PAYMENT,932.81,33139.93,32207.13,45099.24,53928.6,0
269,CASH_IN,7289.56,14494.86,21784.42,22390.83,31506.13,0
242,DEBIT,5656.41,44769.78,39113.37,31387.22,53328.87,0
26,CASH_OUT,45771.27,22915.35,0,3160.85,82385.54,1
6,CASH_IN,6340.54,47715.48,54056.03,13553.97,22179.4,0
31,PAYMENT,7082.62,3022.41,0,30565.04,95106.18,0
413,TRANSFER,4958.23,2879.85,0,16637.9,20621.01,0
102,TRANSFER,7877.57,15342.67,7465.1,13672.87,47951.27,0
577,PAYMENT,2996.26,20459.86,17463.6,38230.48,66798.37,0
247,TRANSFER,7464.59,38393.74,30929.15,42206.1,41026.03,0
483,TRANSFER,7750.38,38776.7,31026.32,47149.24,27386.97,0
570,CASH_OUT,7824.36,30374.07,22549.71,48435.47,57918.03,1
487,CASH_IN,4559.35,37471.33,42030.68,37783.42,12087.06,0
611,TRANSFER,13936.01,98418.79,84482.77,49376.37,54021.55,1
71,CASH_IN,8342.51,23012.01,31354.53,15319.66,40706.23,0
11,TRANSFER,1052.25,16481.52,15429.27,34379.95,43568.25,0
60,CASH_IN,8854.47,36438.05,45292.52,38148.32,41164.61,0
463,CASH_OUT,9390.86,45892.22,36501.36,10410.36,36406.17,0
425,DEBIT,5512.71,28620.24,23107.53,20616.18,84790.48,0
160,PAYMENT,8690.18,19238.26,10548.09,31787.95,72046.17,0
198,CASH_OUT,2842.59,45619.78,42777.19,21308.28,72932.31,0
69,CASH_OUT,8352.01,8568.74,216.73,10502.57,72795.78,0
672,CASH_OUT,7473.64,11092.35,3618.71,41397.59,27113.27,0
674,CASH_OUT,3572.31,74355.94,70783.62,48590.52,9175.77,1
140,TRANSFER,6860.42,1573.71,0,4696.04,68873.98,0
559,PAYMENT,6490.7,42936.67,36445.97,20114.91,13170.86,0
630,CASH_OUT,3372.46,5677.56,2305.1,38578.4,96927.41,0
116,CASH_IN,9001.84,7401.45,16403.3,27548.0,30808.22,0
569,TRANSFER,7741.94,10056.86,2314.92,32255.38,88083.09,0
83,CASH_OUT,30454.04,7502.54,0,13750.8,63307.67,1
57,PAYMENT,3139.73,15249.97,12110.24,3179.08,95508.85,0
591,DEBIT,5479.71,45115.63,39635.93,37105.57,63152.45,0
605,DEBIT,161.02,40005.12,39844.1,29077.55,22037.45,0
406,TRANSFER,6618.35,15836.35,9218.0,34860.3,30466.11,0
290,PAYMENT,4661.63,11552.17,6890.53,36221.5,78106.86,0
482,DEBIT,4878.39,37992.18,33113.79,41975.39,58956.11,0
312,CASH_IN,3002.41,41422.19,44424.6,46457.2,16161.54,0
484,DEBIT,3574.97,29407.45,25832.48,11638.11,15962.48,0
335,CASH_OUT,2726.38,44097.18,41370.8,17252.52,58577.05,0
129,DEBIT,2450.19,45508.65,43058.46,33705.26,66590.27,0
121,TRANSFER,5741.27,26625.31,20884.04,15928.06,43169.35,0
622,DEBIT,3750.81,5521.28,1770.46,31981.43,27604.62,0
9,CASH_OUT,2819.17,17658.3,14839.13,49842.12,94581.5,0
405,CASH_IN,6950.68,48889.76,55840.43,37071.61,89242.76,0
183,TRANSFER,420.3,47280.11,46859.8,44119.21,73098.49,0
322,TRANSFER,36015.74,30731.9,0,15464.23,40839.29,1
110,CASH_IN,1916.97,2074.95,3991.92,32087.58,38859.88,0
643,TRANSFER,8284.87,8199.26,0,20673.0,76457.71,0
371,DEBIT,1020.38,39382.21,38361.84,42921.54,37655.58,0
246,CASH_IN,7035.36,24364.49,31399.85,12097.71,67700.69,0
689,CASH_OUT,7233.08,20099.46,12866.38,40822.66,74580.45,0
191,PAYMENT,1710.75,36978.86,35268.11,38553.3,31168.49,0
328,TRANSFER,1972.04,40234.9,38262.86,24932.55,99025.97,0
555,DEBIT,1447.39,5049.15,3601.76,35638.51,40281.29,0
401,TRANSFER,776.78,38297.66,37520.88,33869.16,15349.65,0
462,CASH_OUT,7422.18,24282.22,16860.03,24984.75,76341.25,0
514,CASH_OUT,1402.95,6849.45,5446.5,36624.39,65247.32,0
182,CASH_IN,9687.28,14926.68,24613.97,34747.89,49100.73,0
710,CASH_OUT,8520.23,28521.8,20001.56,16783.02,29963.16,0
1,PAYMENT,1083.7,16924.21,15840.51,19575.22,47519.34,0
115,DEBIT,4033.62,26704.73,22671.1,21338.4,93536.53,0
40,CASH_IN,1418.49,39016.88,40435.37,5841.46,91016.12,0
79,CASH_OUT,6037.31,40521.42,34484.11,43542.08,63928.85,0
95,CASH_IN,8942.77,29655.16,38597.93,41366.14,10233.8,0
639,CASH_OUT,9271.13,30907.35,21636.23,24819.85,72918.47,0
337,PAYMENT,2923.48,20901.12,17977.65,1418.73,45662.32,0
634,CASH_OUT,3015.46,23972.83,20957.36,38049.4,53355.76,0
590,PAYMENT,7373.17,14751.63,7378.46,44049.7,45630.66,0
418,PAYMENT,5395.21,38243.86,32848.65,36126.14,16974.02,0
260,PAYMENT,9623.07,39308.4,29685.34,23809.91,46573.09,0
523,DEBIT,1469.56,17937.77,16468.21,35842.48,45176.94,0
91,CASH_OUT,2937.21,5822.37,2885.16,41379.97,20229.72,0
508,DEBIT,5108.55,28849.35,23740.8,13394.45,54310.62,0
546,CASH_IN,6943.84,16238.6,23182.45,21477.01,63614.29,0
321,DEBIT,4972.43,9716.51,4744.08,19134.82,26468.04,0
525,DEBIT,7902.7,8009.18,106.49,19370.06,57661.52,0
260,TRANSFER,3328.71,18254.1,14925.39,23327.76,75370.33,0
600,TRANSFER,8762.55,34726.13,25963.58,39722.78,75845.95,0
635,CASH_IN,6932.18,18281.7,25213.88,26093.45,79844.73,0
448,CASH_OUT,5994.78,31505.27,25510.49,42572.84,37998.94,0
245,CASH_OUT,5761.47,14101.18,8339.71,43446.86,40110.5,0
242,PAYMENT,6678.19,23537.05,16858.86,7985.84,68607.36,0
132,DEBIT,4966.08,1345.88,0,4858.4,96888.55,0
43,PAYMENT,4529.64,684.23,0,17771.07,98766.24,0
509,PAYMENT,7352.47,22413.31,15060.84,18945.0,16258.53,0
585,CASH_OUT,7385.01,39917.28,32532.27,18630.03,35706.83,0
429,DEBIT,692.05,29593.42,28901.37,27591.85,14001.34,0
311,DEBIT,7304.38,49253.88,41949.5,46280.89,37402.56,0
75,DEBIT,1648.16,31533.58,29885.41,20675.43,62562.35,0
474,TRANSFER,4790.42,19520.31,14729.89,29626.35,81111.9,0
2,PAYMENT,5269.9,8135.99,2866.09,18675.83,4173.44,0
649,CASH_IN,8261.72,16510.82,24772.54,12036.13,54562.62,0
451,DEBIT,3174.03,27893.68,24719.66,11397.62,95170.38,0
621,CASH_OUT,7867.29,26239.99,18372.69,19821.59,51430.3,0
532,DEBIT,2716.97,12990.12,10273.15,3466.82,1211.7,0
411,TRANSFER,1142.94,10229.4,9086.46,871.48,43509.61,0
177,TRANSFER,5929.78,9603.53,3673.75,4742.31,39129.16,0
340,TRANSFER,4657.36,41671.79,37014.43,3076.5,68825.73,0
466,PAYMENT,2426.86,16151.05,13724.19,21036.16,32790.36,0
100,CASH_IN,1762.56,47816.23,49578.79,3480.38,10874.46,0
505,TRANSFER,8218.56,37254.29,29035.72,20460.54,25428.93,0
54,PAYMENT,9802.79,32679.84,22877.05,29669.62,96972.7,0
305,CASH_OUT,7958.66,13206.78,5248.12,21469.99,29851.06,0
108,DEBIT,7665.62,16637.65,8972.03,22546.8,25276.66,0
285,CASH_OUT,4547.5,24658.2,20110.7,29097.78,86890.78,0
367,PAYMENT,1301.03,30055.16,28754.13,8619.56,66068.89,0
600,CASH_IN,9243.78,39163.53,48407.32,45509.07,69181.77,0
299,DEBIT,8368.66,4048.32,0,30636.85,13861.6,0
599,DEBIT,280.52,14855.78,14575.26,493.82,60492.8,0
24,DEBIT,7585.18,32123.12,24537.94,10492.28,20055.55,0
440,CASH_IN,4290.83,24131.31,28422.14,233.46,53378.26,0
711,CASH_OUT,6348.69,5763.24,0,23682.9,27890.22,0
645,DEBIT,9871.91,24441.32,14569.41,34432.71,93389.17,0
317,TRANSFER,9727.81,9861.07,133.26,12988.71,84786.44,0
645,CASH_OUT,8599.42,31320.48,22721.06,23121.99,49540.74,0
622,CASH_IN,1571.88,5512.26,7084.14,10277.52,18998.43,0
339,CASH_IN,7097.18,8162.88,15260.07,7685.17,32263.0,0
481,CASH_OUT,4381.67,25627.98,21246.31,29382.94,68497.41,0
635,DEBIT,7242.25,29350.53,22108.28,21902.02,56104.0,0
10,TRANSFER,827.78,42343.82,41516.05,32245.36,33127.06,0
33,TRANSFER,3985.32,48078.38,44093.07,1954.23,40021.48,0
394,TRANSFER,6236.45,4524.73,0,24547.02,60259.98,0
246,TRANSFER,5785.45,29866.72,24081.27,38054.23,16309.45,0
582,PAYMENT,1138.13,9795.96,8657.83,13077.55,36959.12,0
55,CASH_OUT,9518.47,24488.14,14969.67,9756.42,38394.42,0
266,CASH_IN,9768.01,40010.22,49778.24,41189.86,62580.96,0
447,PAYMENT,9952.02,46396.71,36444.69,2039.59,35652.01,0
653,CASH_IN,3017.35,48545.98,51563.33,32881.07,37895.08,0
25,CASH_IN,7171.15,18861.98,26033.13,11690.39,81757.26,0
511,DEBIT,7155.19,6265.71,0,44663.6,60360.74,0
347,CASH_OUT,3774.44,11274.77,7500.33,34513.38,34516.12,0
550,TRANSFER,3749.86,13151.38,9401.51,32181.19,6697.38,0
517,CASH_OUT,8865.24,42661.02,33795.78,9211.57,63815.15,0
549,TRANSFER,4852.16,41956.31,37104.15,2015.92,87830.67,0
254,CASH_IN,4895.1,29082.56,33977.66,13435.86,41422.51,0
516,TRANSFER,3488.99,35458.12,31969.13,19531.22,6276.58,0
114,PAYMENT,7816.74,30677.96,22861.22,42919.37,10186.8,0
92,CASH_IN,5202.19,47293.33,52495.52,40841.35,18276.82,0
294,TRANSFER,2790.35,28469.48,25679.12,20699.14,83527.53,0
356,CASH_OUT,1102.8,912.58,0,46361.65,14713.11,0
89,DEBIT,7618.19,9377.26,1759.07,2249.43,69500.98,0
366,CASH_IN,8936.39,31868.43,40804.82,17800.75,75793.36,0
270,PAYMENT,7819.76,21612.47,13792.71,1270.7,54331.88,0
395,CASH_IN,1389.79,35236.58,36626.37,28710.89,36348.0,0
549,TRANSFER,9657.89,74121.86,64463.97,13824.98,58958.69,1
407,PAYMENT,7263.41,49156.35,41892.94,29788.14,51760.94,0
53,CASH_IN,4955.58,8938.96,13894.54,48486.42,33795.86,0
543,PAYMENT,974.55,26799.02,25824.48,17691.4,84423.93,0
645,CASH_OUT,9953.6,34991.75,25038.15,9631.37,37214.23,0
237,CASH_OUT,8202.91,37787.44,29584.53,30604.59,7441.07,0
198,CASH_IN,3116.42,47576.23,50692.65,11113.46,99574.58,0
256,TRANSFER,2507.46,36636.5,34129.04,15055.41,71046.05,0
716,CASH_OUT,2030.95,30329.59,28298.64,31498.26,38223.12,0
499,CASH_OUT,6548.68,36691.54,30142.86,46227.74,86025.43,0
655,CASH_IN,9924.19,31509.74,41433.93,32128.02,77394.14,0
641,CASH_OUT,3806.35,21693.34,17886.98,49597.28,41192.96,0
589,DEBIT,5365.27,43557.1,38191.84,13550.93,2450.14,0
558,CASH_IN,4476.34,24141.27,28617.62,26963.51,97210.96,0
276,TRANSFER,9471.23,34313.81,24842.58,45496.37,49899.93,0
246,TRANSFER,8154.96,46771.18,38616.22,44788.48,46018.93,0
636,CASH_IN,1860.05,7314.8,9174.85,2203.54,12768.08,0
553,DEBIT,7990.12,829.92,0,41625.22,2577.73,0
216,CASH_OUT,5937.83,23597.75,17659.92,49705.47,66399.02,0
312,CASH_OUT,2113.64,29959.11,27845.47,20148.32,78088.3,0
340,PAYMENT,1603.96,10350.1,8746.14,23964.75,66524.29,0
134,CASH_IN,9204.06,6090.41,15294.46,20564.21,4597.23,0
617,TRANSFER,9980.89,6920.95,0,19890.93,65758.28,0
53,DEBIT,3004.12,43224.73,40220.61,5324.84,14797.2,0
182,DEBIT,1489.35,41040.27,39550.93,1517.08,3877.43,0
707,CASH_OUT,5097.06,30179.4,25082.34,28417.5,20898.58,0
562,CASH_OUT,19107.13,60141.79,41034.66,14744.89,50555.11,1
571,DEBIT,1880.59,43906.94,42026.35,37505.77,39314.49,0
357,TRANSFER,8447.35,42903.99,34456.64,16688.16,61640.27,0
661,CASH_IN,6669.95,26059.07,32729.02,21681.91,44997.39,0
209,CASH_OUT,6369.36,35439.74,29070.39,14398.93,310.69,0
13,CASH_OUT,695.43,20426.07,19730.65,2172.23,54226.5,0
343,CASH_IN,1170.1,36726.81,37896.9,39845.65,54845.07,0
276,DEBIT,4371.03,22727.84,18356.82,47529.2,50416.97,0
28,CASH_OUT,5643.74,37150.74,31506.99,49991.06,23049.14,0
77,TRANSFER,257.43,49509.95,49252.52,46509.26,42245.98,0
268,DEBIT,2439.06,12525.24,10086.18,13348.15,5966.5,0
34,DEBIT,1335.56,1328.78,0,31245.02,45628.95,0
346,DEBIT,3373.52,37169.69,33796.18,33465.74,54134.95,0
40,DEBIT,3183.22,26457.14,23273.92,19929.68,18623.72,0
722,PAYMENT,2500.01,19147.77,16647.76,38052.25,76.92,0
162,DEBIT,5387.5,12496.68,7109.18,39696.76,76165.89,0
368,CASH_IN,5956.87,23298.67,29255.54,3867.32,18984.75,0
158,PAYMENT,1279.19,21201.52,19922.33,35580.16,89158.67,0
508,CASH_OUT,6133.14,34364.85,28231.7,32503.16,94094.9,0
502,TRANSFER,22382.71,48949.8,26567.08,16622.0,76287.27,1
436,PAYMENT,7360.15,32856.75,25496.6,12376.58,87480.98,0
531,CASH_OUT,5034.29,13786.88,8752.58,19384.91,25312.73,0
409,DEBIT,5364.81,26894.29,21529.48,49862.07,29296.73,0
138,CASH_IN,44.37,36942.59,36986.96,27661.32,43281.04,0
730,DEBIT,5529.48,10620.99,5091.51,23134.52,52011.27,0
387,TRANSFER,4297.76,21628.26,17330.51,6888.52,43795.29,0
659,CASH_IN,4033.37,12132.5,16165.87,22954.73,80126.13,0
544,PAYMENT,5409.39,2914.98,0,47582.93,73374.84,0
93,CASH_IN,8545.51,36951.21,45496.72,3448.63,34695.95,0
161,CASH_IN,8634.25,35043.19,43677.44,20917.39,19651.57,0
316,CASH_IN,232.74,47289.02,47521.76,25272.22,96668.66,0
724,PAYMENT,1608.22,48246.23,46638.01,264.53,9108.86,0
431,CASH_OUT,3717.45,29485.75,25768.3,23188.03,11778.15,0
657,PAYMENT,4777.43,11835.28,7057.85,15971.5,60752.49,0
671,CASH_OUT,4440.95,15378.86,10937.91,23250.7,25162.27,0
285,CASH_OUT,4993.12,46376.06,41382.93,47351.1,32247.37,0
668,PAYMENT,7535.33,10769.46,3234.13,32929.12,11732.61,0
307,CASH_OUT,3933.31,4024.72,91.41,29686.56,15626.94,0
697,CASH_IN,9992.42,42200.71,52193.13,10637.71,84068.42,0
634,CASH_OUT,28909.87,70752.61,41842.74,2291.22,22789.83,1
556,CASH_IN,8432.57,48169.43,56602.0,17570.14,41563.78,0
259,PAYMENT,7136.41,24795.09,17658.68,35210.89,94274.82,0
82,CASH_OUT,2234.79,8290.73,6055.94,15360.67,93683.84,0
15,CASH_OUT,26874.96,46023.82,19148.86,33641.42,67234.08,1
240,DEBIT,4845.88,37090.63,32244.75,39698.02,34833.4,0
302,CASH_IN,6605.12,4247.85,10852.97,22672.19,99524.74,0
605,CASH_OUT,8674.16,17870.48,9196.33,4640.63,53287.68,0
71,CASH_OUT,1894.37,24048.39,22154.02,34592.05,46740.24,0
164,CASH_IN,1503.08,8697.42,10200.49,47293.46,55026.78,0
739,TRANSFER,48423.09,60440.6,12017.51,17582.31,57791.85,1
52,PAYMENT,9467.92,46542.89,37074.97,15172.33,38142.09,0
159,DEBIT,8228.64,40811.03,32582.39,22424.91,11524.91,0
231,CASH_OUT,9474.88,26185.44,16710.56,14202.42,7885.99,0
711,TRANSFER,7407.41,20175.94,12768.53,34234.71,87025.57,0
118,CASH_OUT,1140.74,33152.05,32011.31,40066.11,61812.53,1
120,TRANSFER,1584.08,36780.4,35196.32,12708.15,83240.38,0
125,DEBIT,3240.26,1170.83,0,32999.57,21975.15,0
702,CASH_OUT,6046.99,9833.94,3786.96,11235.99,41683.23,0
345,CASH_IN,4804.86,18245.58,23050.45,21606.76,32579.24,0
306,TRANSFER,3604.91,3078.33,0,33334.74,97327.41,0
595,CASH_IN,6272.92,44485.9,50758.83,48956.55,74679.28,0
29,TRANSFER,2822.79,27307.61,24484.82,3265.96,59711.08,0
683,CASH_IN,9230.51,38221.22,47451.72,26706.62,25827.07,0
236,CASH_OUT,3546.9,16230.86,12683.95,13545.29,71979.53,0
394,CASH_IN,9795.03,45837.56,55632.59,38118.73,27359.59,0
115,DEBIT,1746.96,29792.62,28045.66,7556.78,44665.32,0
469,PAYMENT,6953.11,22349.58,15396.47,17846.89,17904.23,0
46,CASH_IN,4953.48,13376.32,18329.8,37808.57,91744.27,0
661,CASH_OUT,3622.14,47498.62,43876.48,1619.27,15343.82,0
156,DEBIT,3116.38,1567.89,0,1445.9,74645.77,0
446,CASH_IN,4009.74,28833.59,32843.33,29654.29,92335.72,0
257,CASH_OUT,7354.7,26762.27,19407.57,32742.11,96813.9,0
625,CASH_IN,1781.43,18987.51,20768.94,22887.01,19415.49,0
283,TRANSFER,2396.73,38957.52,36560.79,29425.07,11866.34,0
278,PAYMENT,2031.75,47382.0,45350.25,29532.38,76000.67,0
643,PAYMENT,6384.23,29178.05,22793.82,5170.96,45912.77,0
65,TRANSFER,1458.98,8436.82,6977.84,40760.9,53480.92,0
523,CASH_IN,7280.32,19355.39,26635.71,21278.4,98253.61,0
278,CASH_IN,4343.59,16230.15,20573.73,11666.26,20837.83,0
434,CASH_IN,8089.82,16143.65,24233.48,2698.43,52655.93,0
278,CASH_IN,3867.21,36542.61,40409.81,38846.04,38230.78,0
100,CASH_OUT,4073.46,37201.84,33128.38,5050.14,80749.43,0
334,CASH_IN,4672.47,43609.46,48281.93,46742.88,54854.53,0
190,PAYMENT,417.56,40329.47,39911.91,37140.67,87423.43,0
364,DEBIT,3739.51,13743.02,10003.51,47233.82,41840.81,0
157,CASH_IN,5365.01,18326.69,23691.7,7220.37,63709.32,0
219,PAYMENT,3715.93,49095.44,45379.5,26481.55,89352.25,0
473,CASH_IN,28.32,2684.12,2712.44,2969.92,11850.96,0
586,CASH_IN,2825.4,30994.43,33819.83,22483.56,74806.94,0
82,DEBIT,8151.71,39593.76,31442.05,38944.22,27838.14,0
285,CASH_OUT,1326.26,14408.11,13081.86,42892.92,1420.3,0
177,TRANSFER,2513.56,42158.15,39644.59,6842.96,81008.78,0
7,PAYMENT,1787.25,36921.34,35134.09,14761.75,66192.39,0
420,CASH_OUT,172.74,38073.99,37901.24,41838.58,69960.82,0
501,PAYMENT,6908.95,10692.46,3783.51,24836.57,81145.72,0
214,DEBIT,1937.22,38900.36,36963.14,9637.41,16220.12,0
367,CASH_OUT,1628.29,27565.52,25937.22,37602.26,43900.87,0
189,TRANSFER,7439.72,45097.23,37657.51,8705.45,30148.15,0
136,CASH_IN,3618.76,18868.73,22487.49,18929.84,18480.54,0
303,CASH_IN,4120.51,27759.09,31879.6,3048.95,27977.6,0
699,CASH_OUT,4067.97,10151.47,6083.5,170.26,27865.73,0
629,DEBIT,4543.99,13846.31,9302.32,15995.05,96091.63,0
246,TRANSFER,2117.25,31140.26,29023.01,24470.45,48721.36,0
603,PAYMENT,9857.66,19198.01,9340.35,19515.04,57253.86,0
4,CASH_OUT,5753.92,42624.33,36870.42,37697.54,58549.06,0
520,DEBIT,2593.0,35039.55,32446.55,29442.6,58072.47,0
42,TRANSFER,964.59,37333.04,36368.44,33249.39,47116.5,0
568,CASH_IN,423.29,41399.29,41822.58,41729.26,30391.44,0
157,CASH_OUT,7581.77,46703.53,39121.76,1081.94,57005.69,0
250,CASH_IN,4955.98,22054.61,27010.59,4737.93,19431.92,0
411,TRANSFER,8196.28,26988.18,18791.9,29798.51,1557.55,0
143,CASH_OUT,5418.07,2008.93,0,524.25,44890.97,0
523,DEBIT,5580.38,34539.39,28959.01,11051.59,37411.96,0
53,DEBIT,8431.56,15407.16,6975.61,39495.41,55016.02,0
458,CASH_OUT,9152.07,2838.54,0,10642.7,67965.7,0
284,PAYMENT,5705.94,8379.09,2673.14,32335.14,21978.31,0
495,PAYMENT,7323.41,1023.07,0,21089.39,66501.21,0
615,TRANSFER,4535.74,25176.56,20640.82,11816.37,44614.72,0
292,DEBIT,5066.43,19429.21,14362.78,49657.7,72755.75,0
173,CASH_IN,9763.97,33499.84,43263.81,3556.03,86687.72,0
181,CASH_OUT,5479.84,47129.8,41649.96,44746.1,23624.52,0
716,PAYMENT,7052.63,13129.7,6077.08,28122.63,69399.48,0
563,TRANSFER,7183.17,48037.35,40854.18,32271.02,17554.9,0
270,TRANSFER,7067.58,10210.71,3143.13,20212.22,5279.38,0
271,CASH_OUT,7638.8,18613.9,10975.1,20029.08,57028.16,0
573,DEBIT,6896.84,47648.51,40751.67,42303.49,71254.71,0
258,CASH_OUT,7543.22,3700.34,0,3139.15,34422.33,0
547,CASH_OUT,672.51,10165.79,9493.28,10133.32,23211.31,0
411,CASH_IN,9623.14,13955.74,23578.87,19285.77,85067.16,0
414,PAYMENT,9686.83,18003.79,8316.96,40268.54,97498.58,0
66,TRANSFER,8748.61,899.82,0,698.2,32223.07,0
324,CASH_IN,8667.86,26812.25,35480.11,9320.87,50065.08,0
636,PAYMENT,7410.68,12618.43,5207.75,41061.75,794.29,0
132,CASH_IN,8549.85,14066.44,22616.29,15925.1,66777.98,0
494,PAYMENT,3363.5,14185.92,10822.42,16256.85,27688.49,0
134,CASH_IN,9596.22,12645.62,22241.84,7276.87,64002.29,0
692,TRANSFER,208.89,19860.59,19651.7,2481.47,30419.42,0
716,DEBIT,8044.11,25351.4,17307.29,2988.73,72308.67,0
551,DEBIT,2502.16,22417.05,19914.88,18854.01,48362.99,0
209,CASH_IN,3333.85,19977.37,23311.23,17811.95,70697.88,0
709,TRANSFER,2155.54,20178.18,18022.64,18871.25,3716.12,0
86,CASH_OUT,6765.58,47039.87,40274.29,7162.2,20376.29,0
714,PAYMENT,5662.33,23418.77,17756.44,5813.08,9056.17,0
114,PAYMENT,8415.99,13357.94,4941.95,25374.97,12381.3,0
579,PAYMENT,9742.3,39139.12,29396.82,26588.12,79859.1,0
454,DEBIT,6771.01,49902.96,43131.95,18598.49,42517.01,0
64,TRANSFER,4936.06,40380.27,35444.22,28192.81,61000.17,0
522,CASH_IN,4787.68,43551.78,48339.47,6263.26,53077.04,0
691,CASH_IN,5969.79,26938.7,32908.49,17343.36,66987.67,0
196,CASH_OUT,1078.55,21016.28,19937.73,46331.33,83746.62,0
266,CASH_OUT,162.17,42324.08,42161.91,42470.37,54044.14,0
194,CASH_IN,8821.74,22136.77,30958.5,12494.81,71493.8,0
128,PAYMENT,2792.31,42756.53,39964.22,39526.37,98784.48,0
492,CASH_IN,5150.6,49898.74,55049.34,44404.03,69788.2,0
658,DEBIT,2962.74,28216.1,25253.36,8895.41,61847.1,0
327,CASH_IN,292.54,11830.96,12123.5,37513.56,95976.74,0
599,CASH_IN,5131.74,32759.4,37891.14,17887.18,58366.59,0
482,CASH_IN,3214.21,38980.91,42195.12,30415.04,78642.76,0
488,CASH_IN,9833.7,42878.95,52712.66,26836.36,13440.54,0
323,CASH_OUT,1213.5,36313.59,35100.09,2113.13,5907.08,0
729,DEBIT,2853.18,48673.7,45820.52,41966.58,69285.93,0
570,DEBIT,5744.56,46259.32,40514.76,46091.37,62751.93,0
559,CASH_IN,4749.07,12694.16,17443.23,13886.69,78427.33,0
384,CASH_OUT,2940.52,1884.9,0,7143.47,78379.25,0
365,PAYMENT,3533.05,19700.09,16167.05,9465.01,94494.07,0
357,DEBIT,6748.47,39195.89,32447.43,2789.31,64030.84,0
